arnumber,customertype,industrygroup,isterminated,customername,supportmodel,liveyear,livequarter,livemonth,vertical
NEW1035,Customer - Mid-Market,Healthcare,0,New Perspective Senior Living,CAST 2.0,2018,Qtr 3,July,HEALTHCARE
NEW1036,Customer - Mid-Market,Manufacturing,0,New Arclin US Holding Corp,CAST 2.0,2018,Qtr 4,December,MFG
NEW1037,Customer - Strategic,Manufacturing,0,New Horizons Baking Company Inc,CAST 1.0,2019,Qtr 3,September,MFG
NEW1038,Customer - Strategic,Education,0,"Newsela, Inc.",CAST 1.0,2019,Qtr 1,January,PUBLIC SECTOR - K12
NEW1039,Customer - Mid-Market,Restaurants and Hospitality,0,"Newcrestimage Management, LLC",CAST 2.0,2019,Qtr 2,April,RETAIL
NEW1042,Customer - Strategic,Manufacturing,0,The New York Blower Company,CAST 1.0,2019,Qtr 4,December,MFG
NEW1043,Customer - Strategic,Healthcare,0,Newport Academy,CAST 2.0,2020,Qtr 1,January,HEALTHCARE
NEW1044,Customer - Strategic,Transportation and Warehousing,0,New Orleans City Park Improvement Association,CAST 1.0,2020,Qtr 2,May,RETAIL
NEW1045,Customer - Mid-Market,Construction,0,New York City School Construction Authority,CAST 2.0,2020,Qtr 1,January,MFG
NEW1046,Customer - Strategic,Finance and Insurance,0,Newbury Corporation,CAST 1.0,2020,Qtr 1,February,S&D - FIN
NEW1047,Customer - Strategic,Retail,0,New Concepts Development Corporation,CAST 1.0,2020,Qtr 2,April,RETAIL
NEW1048,Customer - Mid-Market,,0,Newbury Living,CAST 1.0,2020,Qtr 2,June,S&D
NEW1049,Customer - Mid-Market,Manufacturing,0,"Radienz Living, LLC",CAST 2.0,2020,Qtr 3,September,MFG
NEW1050,Customer - Strategic,Education,0,NewCourtland Elder Services,CAST 1.0,2020,Qtr 3,September,HEALTHCARE
NEW1051,Customer - Strategic,Real Estate,0,New Orleans Public Facility Management Inc.,CAST 1.0,2020,Qtr 4,October,S&D
NEW1052,Customer - Mid-Market,Wholesale Trade,0,"NEW Cooperative, Inc.",CAST 2.0,2021,Qtr 3,July,S&D
NEX1004,Customer - Strategic,Wholesale Trade,0,"NEXGEN Team, LLC",CAST 1.0,2018,Qtr 2,April,S&D
NEX1005,Customer - Strategic,Wholesale Trade,0,"nexAir, LLC",CAST 2.0,2018,Qtr 3,July,S&D
NEX1006,Customer - Strategic,Transportation and Warehousing,0,"Next Trucking, Inc.",CAST 1.0,2019,Qtr 4,December,S&D
NEX1007,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Nexus Family Healing,CAST 2.0,2021,Qtr 1,January,HEALTHCARE
NEX1009,Customer - Mid-Market,Healthcare,0,"Next Level Urgent Care, LLC",CAST 2.0,2021,Qtr 3,August,
NEX5000,Customer - Strategic,Construction,0,Nexii Building Solutions Inc.,CAST Canada,2021,Qtr 2,June,MFG
NIA1000,Customer - Strategic,Technology and Professional Services,0,"Niantic, Inc.",CAST 2.0,2020,Qtr 1,January,S&D
NIC1004,Customer - Mid-Market,Technology and Professional Services,0,"NICUSA, Inc.",CAST 2.0,2018,Qtr 2,April,S&D
NIC1005,Customer - Strategic,Technology and Professional Services,0,"Nichols, Cauley & Associates, LLC",CAST 1.0,2019,Qtr 2,April,S&D
NIC1006,Customer - Strategic,Finance and Insurance,0,Nicollet County,CAST 1.0,2020,Qtr 2,June,PUBLIC SECTOR
NIC1007,Customer - Strategic,Wholesale Trade,0,"Nichiha USA, Inc.",CAST 1.0,2021,Qtr 2,June,MFG
NIN1001,Customer - Enterprise,Wholesale Trade,0,Nintendo of America Inc.,CAST 2.0,2019,Qtr 2,May,MFG
NIN1002,Customer - Strategic,Retail,0,"Nintex USA, Inc",CAST 1.0,2020,Qtr 2,April,RETAIL
NIS1001,Customer - Mid-Market,Retail,0,"Nisum Technologies, Inc.",CAST 2.0,2018,Qtr 3,July,S&D
NJR1000,Customer - Strategic,Healthcare,0,NJRetina,CAST 1.0,2019,Qtr 1,January,HEALTHCARE
NKC1000,Customer - Strategic,Manufacturing,0,"NKC Of America, Inc.",CAST 1.0,2020,Qtr 3,August,MFG
NOB1004,Customer - Strategic,,0,Noble Health Corp.,CAST 1.0,2021,Qtr 1,January,HEALTHCARE
NOM1001,Customer - Enterprise,Finance and Insurance,0,Nomura Holding America Inc.,CAST 2.0,2020,Qtr 2,June,S&D - FIN
NOM1002,Customer - Mid-Market,Healthcare,0,NOMS Healthcare,CAST 2.0,2021,Qtr 1,February,HEALTHCARE
NOR1043,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,"North American Family Institute, Inc.",CAST 2.0,2018,Qtr 1,January,PUBLIC SECTOR
NOR1044,Customer - Mid-Market,Education,1,"Northwest Nazarene University, Inc.",CAST 1.0,2018,Qtr 1,January,PUBLIC SECTOR - HE
NOR1045,Customer - Strategic,Transportation and Warehousing,0,Northeast Mobile Health Services,CAST 1.0,2018,Qtr 2,April,S&D
NOR1046,Customer - Strategic,Healthcare,1,"North Homes, Inc.",CAST 1.0,2018,Qtr 1,February,HEALTHCARE
NOR1047,Customer - Strategic,Healthcare,0,"PhyNet Dermatology, LLC",CAST 2.0,2018,Qtr 1,January,HEALTHCARE
NOR1048,Customer - Mid-Market,Business Services,0,Northeast Ohio Regional Sewer District,CAST 2.0,2018,Qtr 3,July,S&D
NOR1049,Customer - Strategic,Real Estate,1,"Norrell Construction, Inc",,2019,Qtr 1,January,MFG
NOR1050,Customer - Strategic,Retail,0,North Coast Co Op,CAST 1.0,2018,Qtr 4,November,RETAIL
NOR1051,Customer - Strategic,Retail,0,North American Electric Reliability Corporation,CAST 1.0,2019,Qtr 1,January,S&D
NOR1052,Customer - Strategic,Healthcare,0,Northwest Orthopaedic Specialists,CAST 1.0,2019,Qtr 1,January,HEALTHCARE
NOR1053,Customer - Strategic,Healthcare,0,"Norcare Enterprises, Inc.",CAST 1.0,2019,Qtr 2,April,HEALTHCARE
NOR1054,Customer - Mid-Market,Finance and Insurance,0,"North American Bancard, LLC",CAST 2.0,2019,Qtr 3,September,S&D
NOR1055,Customer - Strategic,Manufacturing,0,"Bear Diversified, Inc.",CAST 1.0,2019,Qtr 3,July,MFG
NOR1056,Customer - Strategic,Healthcare,0,Northstar Behavioral Health L. L. C.,CAST 1.0,2019,Qtr 3,August,HEALTHCARE
NOR1057,Customer - Mid-Market,Healthcare,0,North Central Health Care Facilities,CAST 2.0,2019,Qtr 4,October,HEALTHCARE
NOR1058,Customer - Mid-Market,Manufacturing,0,Northern Contours Inc.,CAST 2.0,2020,Qtr 2,May,MFG
NOR1059,Customer - Enterprise,Technology and Professional Services,0,"NAHS Holding , Inc.",CAST 2.0,2020,Qtr 4,October,S&D
NOR1060,Customer - Strategic,Business Services,0,North American Video Corporation,CAST 1.0,2020,Qtr 4,November,S&D
NOR1062,Customer - Strategic,Public Sector,0,Northern Arizona Council of Governments (NACOG),CAST 1.0,2021,Qtr 3,September,PUBLIC SECTOR
NOR5003,Customer - Strategic,Construction,0,North Ridge Development Corp.,CAST Canada,2019,Qtr 3,September,S&D
NOV1005,Customer - Strategic,Technology and Professional Services,0,Novantas Inc.,CAST 1.0,2019,Qtr 1,January,S&D
NOV1006,Customer - Mid-Market,Technology and Professional Services,0,"Novetta, Inc.",CAST 2.0,2019,Qtr 1,January,S&D
NOV1007,Customer - Mid-Market,Restaurants and Hospitality,1,Nova Restaurant Group Home Office LLC,,2019,Qtr 1,January,
NOV1008,Customer - Strategic,Technology and Professional Services,0,NOVUS Media LLC,CAST 1.0,2020,Qtr 2,April,S&D
NOV1009,Customer - Strategic,Wholesale Trade,0,"Nova Wildcat Shur-Line, LLC",CAST 1.0,2021,Qtr 1,February,MFG
NOV1010,Customer - Mid-Market,Manufacturing,0,"Novavax, Inc.",CAST 2.0,2021,Qtr 2,June,MFG - LIFE SCI
NOV1011,Customer - Mid-Market,Manufacturing,0,Novipax Buyer LLC,CAST 2.0,2021,Qtr 1,March,
NPA1000,Customer - Strategic,Manufacturing,0,NPA Coatings Inc.,CAST 2.0,2018,Qtr 2,May,MFG
NRC1000,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,NRC Health,CAST 1.0,2018,Qtr 4,October,S&D
NRR1000,Customer - Mid-Market,Finance and Insurance,0,"NRRM, LLC",CAST 2.0,2019,Qtr 4,October,S&D - FIN
NUE1001,Customer - Enterprise,Healthcare,0,"NueHealth Performance, LLC",CAST 2.0,2020,Qtr 3,September,HEALTHCARE
NUM5000,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Numeris,CAST Canada,2018,Qtr 3,July,S&D
NUT1002,Customer - Mid-Market,Manufacturing,0,Nutraceutical Corporation,CAST 2.0,2018,Qtr 1,March,MFG - LIFE SCI
NVE1000,Customer - Strategic,Technology and Professional Services,0,"NVE, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
NYE1000,Customer - Strategic,Technology and Professional Services,0,"Nyemaster Goode, P.C.",CAST 1.0,2019,Qtr 4,October,S&D
NYS1002,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,"NYSARC, Inc. d/b/a AHRC New York City",Global,2018,Qtr 3,July,PUBLIC SECTOR
OAI1000,Customer - Strategic,Retail,0,Long Lewis Ford at Shoals,CAST 1.0,2020,Qtr 4,November,RETAIL
OAK1008,Customer - Strategic,Sports and Entertainment,0,Oakland Zoo,CAST 1.0,2019,Qtr 1,January,RETAIL
OAS1000,Customer - Mid-Market,Technology and Professional Services,0,"Oasis Systems, LLC",CAST 2.0,2020,Qtr 2,April,S&D
OBH1000,Customer - Mid-Market,Business Services,0,"OBHG Management Services, LLC",CAST 2.0,2018,Qtr 4,December,S&D
OBL1001,Customer - Strategic,Technology and Professional Services,0,"Oblon, McClelland, Maier & Neustadt, L.L.P.",CAST 1.0,2019,Qtr 2,April,S&D
OBS5000,Customer - Mid-Market,Utilities and Mining,0,Obsidian Energy Ltd.,CAST Canada,2018,Qtr 2,June,MFG - ENERGY
OCE1001,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Ocean Reef Community Association, Inc.",CAST 1.0,2019,Qtr 2,April,RETAIL
OCT1001,Customer - Mid-Market,Technology and Professional Services,0,"OCTO CONSULTING GROUP, LLC",CAST 2.0,2021,Qtr 3,August,
OEB5000,Customer - Mid-Market,Finance and Insurance,0,"O2E Brands, Inc.",CAST Canada,2020,Qtr 3,August,S&D
OFF1002,Customer - Strategic,Technology and Professional Services,0,Offset Strategic Services LLC,CAST 1.0,2021,Qtr 1,January,S&D
OGD1000,Customer - Mid-Market,Healthcare,0,Ogden Clinic Professional Corporation,CAST 2.0,2021,Qtr 3,August,HEALTHCARE
OHD1000,Customer - Strategic,Restaurants and Hospitality,0,"O&H Danish Bakery, Inc.",CAST 1.0,2021,Qtr 2,April,RETAIL
OHE1000,Customer - Enterprise,Healthcare,0,"Ohel Children's Home and Family Services, Inc.",CAST 2.0,2021,Qtr 1,January,HEALTHCARE
OHI1004,Customer - Strategic,Healthcare,0,"Ohio North East Health Systems, Inc.",CAST 1.0,2021,Qtr 1,January,HEALTHCARE
OHM1000,Customer - Strategic,Technology and Professional Services,0,OHM Advisors,CAST 1.0,2018,Qtr 3,July,S&D
OKL1003,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Oklahoma State University (OSU) Foundation,CAST 1.0,2020,Qtr 2,May,PUBLIC SECTOR - HE
OLD1007,Customer - Enterprise,,0,"Oldcastle Infrastructure, Inc.",Global,2021,Qtr 1,January,MFG
OLI1000,Customer - Mid-Market,Healthcare,0,Olive Crest,CAST 2.0,2021,Qtr 3,July,HEALTHCARE
OLS1001,Customer - Mid-Market,Technology and Professional Services,0,"Olsson, Inc.",CAST 2.0,2018,Qtr 4,December,S&D
OLY1001,Customer - Strategic,Real Estate,0,Olympus Property Management,CAST 2.0,2018,Qtr 1,January,S&D
OMA1000,Customer - Mid-Market,Technology and Professional Services,0,"O'Mally Management Group, LLC",CAST 1.0,2020,Qtr 3,August,S&D
ONC1003,Customer - Enterprise,Utilities and Mining,0,Oncor Electric Delivery Company LLC,UMS,2020,Qtr 2,June,MFG - ENERGY
OND1002,Customer - Enterprise,Finance and Insurance,0,Onduo LLC,UMS,2021,Qtr 1,January,S&D
ONE1011,Customer - Enterprise,Healthcare,0,"OneBlood, Inc.",CAST 2.0,2018,Qtr 3,July,HEALTHCARE
ONE1012,Customer - Strategic,Technology and Professional Services,0,"O'Neal, Inc.",CAST 1.0,2018,Qtr 1,January,S&D
ONE1013,Customer - Strategic,Healthcare,0,OneLegacy,CAST 1.0,2018,Qtr 3,July,HEALTHCARE
ONE1015,Customer - Enterprise,Wholesale Trade,0,Norfolk Iron & Metal Co.,CAST 2.0,2019,Qtr 1,March,S&D
ONE1016,Customer - Enterprise,Construction,0,"OneHarris, Inc.",CAST 2.0,2020,Qtr 1,January,MFG
ONE1018,Customer - Strategic,Technology and Professional Services,0,Onestream Software LLC,CAST 2.0,2021,Qtr 1,January,S&D
ONE1019,Customer - Enterprise,Restaurants and Hospitality,0,"Oneida Nation Enterprises, LLC",CAST 2.0,2021,Qtr 3,August,RETAIL
ONE1020,Customer - Enterprise,Finance and Insurance,0,One Call Corporation,CAST 2.0,2021,Qtr 1,March,S&D
ONE5000,Customer - Strategic,Technology and Professional Services,0,Onex Corporation,CAST Canada,2019,Qtr 2,June,S&D
ONN5000,Customer - Mid-Market,Real Estate,0,Onni Property Management Services Ltd.,CAST Canada,2019,Qtr 3,August,S&D
ONS1003,Customer - Strategic,Technology and Professional Services,0,"OnSolve, LLC",CAST 1.0,2021,Qtr 1,March,S&D
ONT1001,Customer - Mid-Market,Healthcare,0,"Ontrak, Inc.",CAST 2.0,2021,Qtr 2,June,HEALTHCARE
ONT5001,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Ontario Nurses' Association,CAST Canada,2018,Qtr 2,June,S&D
ONY1000,Customer - Strategic,Restaurants and Hospitality,0,"Onyx CenterSource, Inc.",CAST 1.0,2019,Qtr 2,April,S&D
OPE1005,Customer - Mid-Market,Education,0,"Open Sky Education, Inc.",CAST 2.0,2021,Qtr 3,September,PUBLIC SECTOR - K12
OPP1001,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Opportunity Enterprises, Inc.",CAST 1.0,2019,Qtr 4,December,PUBLIC SECTOR
OPP1002,Customer - Strategic,Technology and Professional Services,0,OppLoans,CAST 2.0,2021,Qtr 2,May,S&D - FIN
OPT1005,Customer - Strategic,Healthcare,0,"Optim Orthopedics, LLC",Global,2019,Qtr 2,June,HEALTHCARE
OPT1007,Customer - Strategic,Retail,0,Innovative Scheduling LLC dba Optym,CAST 1.0,2019,Qtr 3,August,S&D
OPT1008,Customer - Strategic,Retail,0,"Optoro, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
ORA1003,Customer - Enterprise,Media and Publishing Services,0,Orano USA LLC,CAST 2.0,2018,Qtr 4,October,MFG - ENERGY
ORA1004,Customer - Mid-Market,Finance and Insurance,0,Orange Coast Title Company,CAST 2.0,2019,Qtr 1,January,S&D - FIN
ORA1005,Customer - Strategic,Construction,0,"Oracle Elevator Holdco, Inc.",CAST 1.0,2019,Qtr 4,December,DEALER
ORB1000,Customer - Strategic,Technology and Professional Services,0,"Orbital Engineering, Inc.",CAST 1.0,2019,Qtr 4,October,S&D
ORC1001,Customer - Strategic,Finance and Insurance,0,"Orchid Underwriters Agency, LLC",CAST 1.0,2021,Qtr 3,August,S&D - FIN
ORE1002,Customer - Strategic,Sports and Entertainment,0,Oregon Shakespeare Festival,CAST 1.0,2021,Qtr 1,January,RETAIL
ORG1001,Customer - Strategic,,0,Organically Grown Company,CAST 1.0,2021,Qtr 1,January,S&D
ORI1005,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Oriana House Inc.,CAST 2.0,2021,Qtr 1,March,PUBLIC SECTOR
ORL1002,Customer - Strategic,Business Services,0,"Orlando/Orange County Convention & Visitors Bureau, Inc. dba Visit Orlando",CAST 1.0,2018,Qtr 3,September,S&D
ORN1000,Customer - Strategic,Finance and Insurance,0,ORNL Federal Credit Union,CAST 2.0,2021,Qtr 1,March,S&D - FIN
ORR1000,Customer - Enterprise,Technology and Professional Services,0,"Orrick,Herrington, & Sutcliffe LLP",CAST 2.0,2019,Qtr 4,December,S&D
ORS1001,Customer - Strategic,Manufacturing,0,"Orsted North America, Inc.",CAST 2.0,2021,Qtr 2,May,S&D
ORT1004,Customer - Mid-Market,Healthcare,0,OrthoNebraska Hospital,CAST 2.0,2020,Qtr 1,January,HEALTHCARE
ORT1005,Customer - Strategic,Healthcare,0,The Orthopaedic Center,CAST 1.0,2020,Qtr 2,April,HEALTHCARE
OSF1000,Customer - Enterprise,Healthcare,0,"OSF HealthCare System (Premier Healthcare Solutions, Inc.)",Global,2019,Qtr 4,December,HEALTHCARE
OSO1000,Customer - Strategic,Technology and Professional Services,0,"O9 Solutions, Inc.",CAST 1.0,2020,Qtr 3,July,S&D
OTE1000,Customer - Mid-Market,Healthcare,0,Otero County Hospital dba Gerald Champion Regional Medical Center,CAST 2.0,2021,Qtr 1,March,HEALTHCARE
OUR1000,Customer - Mid-Market,Healthcare,0,Our Lady Of The Wayside,CAST 2.0,2018,Qtr 1,January,HEALTHCARE
OUT1002,Customer - Enterprise,Healthcare,0,"Outreach Health Care, Inc.",CAST 2.0,2018,Qtr 3,July,HEALTHCARE
OUT1004,Customer - Strategic,Technology and Professional Services,0,"OutBox Systems, Inc.",CAST 1.0,2018,Qtr 1,March,S&D
OVA1000,Customer - Strategic,Healthcare,0,Ovation Fertility,CAST 1.0,2020,Qtr 4,October,HEALTHCARE
OVA1001,Customer - Strategic,Business Services,0,Ovative Group LLC,CAST 1.0,2021,Qtr 3,August,UNASSIGNED
OVE1001,Customer - Strategic,Sports and Entertainment,0,"Overture Center Foundation, Inc. DBA Overture Center for the Arts",CAST 1.0,2019,Qtr 4,December,RETAIL
PAB1000,Customer - Strategic,Manufacturing,0,"Pabst Brewing Company, LLC",CAST 1.0,2018,Qtr 4,December,MFG
PAC1021,Customer - Strategic,Technology and Professional Services,0,"Pace Communications, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
PAC5001,Customer - Mid-Market,Sports and Entertainment,0,Pacific National Exhibition,CAST Canada,2019,Qtr 1,March,RETAIL
PAL1008,Customer - Mid-Market,Manufacturing,0,"PalletOne, Inc.",CAST 2.0,2018,Qtr 2,May,MFG
PAL1010,Customer - Strategic,Wholesale Trade,0,Palmer Food Services,CAST 1.0,2019,Qtr 4,December,S&D
PAL1011,Customer - Strategic,Wholesale Trade,0,"Palisades Holdings, Inc.",CAST 1.0,2019,Qtr 4,November,S&D - FIN
PAL1012,Customer - Mid-Market,Transportation and Warehousing,0,"Palmer Bus Financial Management, Inc",CAST 1.0,2020,Qtr 3,July,S&D
PAN1007,Customer - Enterprise,Education,0,Pansophic Learning US LLC,CAST 2.0,2018,Qtr 1,January,PUBLIC SECTOR - K12
PAN1009,Customer - Strategic,Manufacturing,0,Panasonic Energy Corporation of America,CAST 1.0,2018,Qtr 4,October,MFG
PAN1010,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Pan American Development Foundation, Inc.",CAST 1.0,2021,Qtr 2,April,PUBLIC SECTOR
PAP1002,Customer - Mid-Market,Transportation and Warehousing,0,"Paper Transport, Inc.",CAST 2.0,2019,Qtr 4,October,S&D
PAP5000,Customer - Enterprise,Manufacturing,0,Paper Excellence Canada Holdings Corporation,CAST Canada,2021,Qtr 2,June,MFG
PAR1025,Customer - Enterprise,Finance and Insurance,0,Park National Bank,CAST 2.0,2018,Qtr 3,July,S&D
PAR1026,Customer - Enterprise,Retail,0,"The Paradies Shops, LLC",CAST 2.0,2018,Qtr 3,July,RETAIL
PAR1027,Customer - Strategic,Wholesale Trade,0,"Parent Petroleum, Inc.",CAST 1.0,2018,Qtr 3,September,S&D
PAR1028,Customer - Enterprise,Manufacturing,0,Parker-Hannifin Corporation,Global,2019,Qtr 3,August,RETAIL
PAR1029,Customer - Enterprise,Healthcare,0,"Paramedics Logistics Operating Company, LLC",UMS,2019,Qtr 1,March,HEALTHCARE
PAR1030,Customer - Mid-Market,Healthcare,0,"Paragon Healthcare, Inc.",CAST 2.0,2021,Qtr 1,January,HEALTHCARE
PAR1032,Customer - Strategic,,0,"Paradyme Management, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
PAR1033,Customer - Strategic,Manufacturing,0,Park Manufacturing Corporation,CAST 1.0,2021,Qtr 1,March,MFG
PAR1034,Customer - Strategic,Business Services,0,"Parchment, LLC",CAST 1.0,2021,Qtr 2,June,
PAR5002,Customer - Strategic,Technology and Professional Services,0,Parlee McLaws LLP,CAST Canada,2019,Qtr 4,October,S&D
PAS1002,Customer - Enterprise,Transportation and Warehousing,0,The Pasha Group,CAST 2.0,2021,Qtr 2,June,S&D
PAT1008,Customer - Strategic,Technology and Professional Services,0,Patterson Belknap Webb & Tyler LLP,CAST 1.0,2018,Qtr 2,April,S&D
PAT1009,Customer - Strategic,Healthcare,1,PatientsLikeMe Inc.,,2018,Qtr 4,October,S&D - FIN
PAT1010,Customer - Strategic,Technology and Professional Services,0,"PatientPop, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
PAT1011,Customer - Strategic,Restaurants and Hospitality,0,"Pat O'Brien's Bar, Inc.",CAST 1.0,2020,Qtr 1,February,RETAIL
PAT1012,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Pathfinder International,CAST 2.0,2020,Qtr 2,May,PUBLIC SECTOR
PAT1013,Customer - Strategic,,0,"Patriot Growth Insurance Services, LLC",CAST 2.0,2021,Qtr 1,January,S&D - FIN
PAT1014,Customer - Strategic,Healthcare,0,"Pathway, Inc.",CAST 1.0,2021,Qtr 2,June,PUBLIC SECTOR
PAT5000,Customer - Mid-Market,Manufacturing,0,Pattison Sign Group,CAST Canada,2019,Qtr 4,December,RETAIL
PAY5000,Customer - Strategic,Technology and Professional Services,0,Paymentus (Canada) Corporation,CAST Canada,2019,Qtr 1,March,S&D
PBB1000,Customer - Strategic,Real Estate,0,"P.B. Bell Asset Management, Inc.",CAST 1.0,2020,Qtr 2,June,S&D
PCR1000,Customer - Mid-Market,Finance and Insurance,0,"PCRK Holding Company, LLC",CAST 2.0,2021,Qtr 1,March,
PEA1005,Customer - Strategic,Restaurants and Hospitality,0,"Peak 8 Properties, LLC",CAST 2.0,2018,Qtr 3,July,S&D
PEA1006,Customer - Strategic,Finance and Insurance,0,Peapack-Gladstone Bank,CAST 1.0,2020,Qtr 3,August,S&D - FIN
PEA1007,Customer - Mid-Market,Business Services,0,"Peachtree Hotel Group, LLC",CAST 2.0,2020,Qtr 2,June,RETAIL
PEG1000,Customer - Enterprise,Technology and Professional Services,0,Pegasystems Inc.,CAST 2.0,2021,Qtr 1,January,S&D
PEG1001,Customer - Strategic,Real Estate,0,"Pegasus Residential, L.L.C.",CAST 2.0,2020,Qtr 1,February,S&D
